,Symb.,Name,Sector,Period,Begin.,End,Pnl $,Pnl %,Gross Profit,Gross Loss,# Winners,# Loosers,% Winners,MaxDD $,MaxDD %,Aver. Win $,Aver. Loos $,Aver. Duration,Total Trades,% Long,% Short,Profit Factor
214,HCP,HCP Inc.,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,11554.81,36.55,14634.49,-3079.68,17.0,5.0,77.27,-1824.51,-5.77,861.0,-616.0,5 days 18:32:43.636363636,22,27.27,72.73,4.75
215,HP,Helmerich & Payne,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4744.15,73.89,5242.25,-498.1,20.0,8.0,71.43,-1243.74,-19.37,262.0,-62.0,5 days 23:08:34.285714285,28,17.86,82.14,10.52
216,HSIC,Henry Schein,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,6205.13,54.26,7779.34,-1574.21,23.0,5.0,82.14,-700.8,-6.13,338.0,-315.0,5 days 06:51:25.714285714,28,35.71,64.29,4.94
217,HES,Hess Corporation,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,8594.55,177.9,9031.76,-437.21,32.0,7.0,82.05,-883.67,-18.29,282.0,-62.0,4 days 01:50:46.153846153,39,64.1,35.9,20.66
218,HPE,Hewlett Packard Enterprise,Information Technology,205 days 00:00:00.000000000,2019-01-15,2019-08-08,299.25,4.79,299.25,0.0,1.0,0.0001,99.99,-404.06,-6.47,299.0,0.0,0 days 00:00:00.000000000,1,0.0,100.0,inf
219,HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-417.47,-4.54,1429.66,-1847.13,7.0,8.0,46.67,-614.9,-6.68,204.0,-231.0,13 days 08:00:00.000000000,15,0.0,100.0,0.77
220,HOLX,Hologic,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-525.62,-4.65,1538.87,-2064.49,2.0,3.0,40.0,-479.88,-4.25,769.0,-688.0,3 days 19:12:00.000000000,5,20.0,80.0,0.75
221,HD,Home Depot,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4309.56,46.74,4611.22,-301.66,18.0,5.0,78.26,-336.6,-3.65,256.0,-60.0,6 days 17:44:20.869565217,23,73.91,26.09,15.29
222,HON,Honeywell Int'l Inc.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-1262.12,-14.14,721.38,-1983.5,1.0,2.0,33.33,-485.1,-5.43,721.0,-992.0,5 days 00:00:00.000000000,3,0.0,100.0,0.36
223,HRL,Hormel Foods Corp.,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-63720.86,50.51,4613.8,-68334.66,5.0,25.0,16.67,-7291.44,5.78,923.0,-2733.0,5 days 12:00:00.000000000,30,30.0,70.0,0.07
224,HST,Host Hotels & Resorts,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1648.34,20.24,1793.73,-145.39,5.0,1.0,83.33,-646.1,-7.93,359.0,-145.0,4 days 16:00:00.000000000,6,16.67,83.33,12.34
225,HPQ,HP Inc.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3333.31,46.13,5421.53,-2088.22,17.0,11.0,60.71,-1396.85,-19.33,319.0,-190.0,5 days 21:25:42.857142857,28,50.0,50.0,2.6
226,HUM,Humana Inc.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-556.4,-4.35,2058.15,-2614.55,4.0,7.0,36.36,-1375.92,-10.76,515.0,-374.0,18 days 04:21:49.090909091,11,54.55,45.45,0.79
227,HBAN,Huntington Bancshares,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1644.3,24.48,2152.97,-508.67,9.0,6.0,60.0,-902.5,-13.44,239.0,-85.0,9 days 01:36:00.000000000,15,20.0,80.0,4.23
228,HII,Huntington Ingalls Industries,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,2998.34,32.79,4130.08,-1131.74,14.0,5.0,73.68,-863.39,-9.44,295.0,-226.0,9 days 18:56:50.526315789,19,89.47,10.53,3.65
229,IDXX,IDEXX Laboratories,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3976.89,34.67,5366.8,-1389.91,11.0,8.0,57.89,-460.62,-4.02,488.0,-174.0,6 days 12:37:53.684210526,19,26.32,73.68,3.86
230,INFO,IHS Markit Ltd.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5192.83,42.54,5868.55,-675.72,16.0,5.0,76.19,-574.56,-4.71,367.0,-135.0,5 days 21:42:51.428571428,21,76.19,23.81,8.68
231,ITW,Illinois Tool Works,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-1245.2,-15.22,0.0,-1245.2,0.0001,1.0,0.01,-489.6,-5.99,0.0,-1245.0,0 days 00:00:00.000000000,1,0.0,100.0,0.0
232,ILMN,Illumina Inc,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,9102.61,101.54,9876.8,-774.19,33.0,6.0,84.62,-1637.04,-18.26,299.0,-129.0,4 days 06:46:09.230769230,39,71.79,28.21,12.76
233,INCY,Incyte,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3663.23,37.1,6427.42,-2764.19,14.0,8.0,63.64,-1249.12,-12.65,459.0,-346.0,8 days 20:43:38.181818181,22,59.09,40.91,2.33
234,IR,Ingersoll-Rand PLC,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1548.9,20.79,2672.11,-1123.21,9.0,4.0,69.23,-413.59,-5.55,297.0,-281.0,14 days 00:00:00.000000000,13,61.54,38.46,2.38
235,ICE,Intercontinental Exchange,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,12614.49,42.69,13754.03,-1139.54,18.0,4.0,81.82,-894.66,-3.03,764.0,-285.0,7 days 20:43:38.181818181,22,63.64,36.36,12.07
236,IBM,International Business Machines,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,2553.38,34.77,3413.88,-860.5,12.0,5.0,70.59,-560.7,-7.64,284.0,-172.0,11 days 01:24:42.352941176,17,82.35,17.65,3.97
237,IP,International Paper,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4873.74,73.67,5561.13,-687.39,29.0,6.0,82.86,-379.47,-5.74,192.0,-115.0,4 days 07:32:34.285714285,35,34.29,65.71,8.09
238,IPG,Interpublic Group,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4761.21,48.15,5734.21,-973.0,15.0,5.0,75.0,-1036.35,-10.48,382.0,-195.0,9 days 22:48:00.000000000,20,25.0,75.0,5.89
239,IFF,Intl Flavors & Fragrances,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3139.88,22.68,4145.73,-1005.85,9.0,3.0,75.0,-1560.24,-11.27,461.0,-335.0,17 days 20:00:00.000000000,12,41.67,58.33,4.12
240,INTU,Intuit Inc.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-2583.76,-27.35,700.3,-3284.06,1.0,3.0,25.0,-659.41,-6.98,700.0,-1095.0,20 days 12:00:00.000000000,4,0.0,100.0,0.21
241,ISRG,Intuitive Surgical Inc.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,172.25,1.98,2906.23,-2733.98,8.0,7.0,53.33,-731.85,-8.43,363.0,-391.0,13 days 22:24:00.000000000,15,40.0,60.0,1.06
242,IVZ,Invesco Ltd.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,908.53,13.53,1149.09,-240.56,5.0,1.0,83.33,-492.1,-7.33,230.0,-241.0,3 days 08:00:00.000000000,6,16.67,83.33,4.78
243,IPGP,IPG Photonics Corp.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5638.0,117.14,6458.36,-820.36,27.0,7.0,79.41,-642.06,-13.34,239.0,-117.0,4 days 09:10:35.294117647,34,58.82,41.18,7.87
244,IQV,IQVIA Holdings Inc.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3837.28,36.62,4516.75,-679.47,11.0,6.0,64.71,-941.4,-8.98,411.0,-113.0,10 days 00:00:00.000000000,17,94.12,5.88,6.65
245,IRM,Iron Mountain Incorporated,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,950.88,5.45,950.88,0.0,1.0,0.0001,99.99,-1513.58,-8.68,951.0,0.0,0 days 00:00:00.000000000,1,0.0,100.0,inf
246,JBHT,J. B. Hunt Transport Services,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1355.99,15.64,3465.98,-2109.99,10.0,8.0,55.56,-643.15,-7.42,347.0,-264.0,10 days 06:40:00.000000000,18,55.56,44.44,1.64
247,JEC,Jacobs Engineering Group,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3474.03,43.39,4472.18,-998.15,23.0,8.0,74.19,-511.5,-6.39,194.0,-125.0,5 days 00:46:27.096774193,31,35.48,64.52,4.48
248,SJM,JM Smucker,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5670.66,17.22,11932.32,-6261.66,16.0,9.0,64.0,-1175.28,-3.57,746.0,-696.0,7 days 06:43:12.000000000,25,52.0,48.0,1.91
249,JNJ,Johnson & Johnson,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5722.95,38.31,6228.82,-505.87,27.0,5.0,84.38,-1082.84,-7.25,231.0,-101.0,4 days 06:00:00.000000000,32,46.88,53.12,12.31
250,JCI,Johnson Controls International,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1074.87,10.27,2613.94,-1539.07,13.0,12.0,52.0,-333.66,-3.19,201.0,-128.0,5 days 09:36:00.000000000,25,40.0,60.0,1.7
251,JPM,JPMorgan Chase & Co.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1161.94,13.31,2563.34,-1401.4,7.0,5.0,58.33,-574.64,-6.58,366.0,-280.0,17 days 10:00:00.000000000,12,41.67,58.33,1.83
252,JNPR,Juniper Networks,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,6273.91,58.52,7072.11,-798.2,24.0,9.0,72.73,-1235.0,-11.52,295.0,-89.0,4 days 10:10:54.545454545,33,54.55,45.45,8.86
253,KSU,Kansas City Southern,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-2076.64,-19.12,265.64,-2342.28,1.0,4.0,20.0,-119.48,-1.1,266.0,-586.0,3 days 09:36:00.000000000,5,20.0,80.0,0.11
254,K,Kellogg Co.,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,10446.74,61.85,11353.63,-906.89,33.0,3.0,91.67,-1549.6,-9.17,344.0,-302.0,3 days 20:00:00.000000000,36,55.56,44.44,12.52
255,KEY,KeyCorp,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,2234.37,29.49,2954.28,-719.91,11.0,2.0,84.62,-506.92,-6.69,269.0,-360.0,15 days 11:04:36.923076923,13,46.15,53.85,4.1
256,KMB,Kimberly-Clark,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,12903.21,64.51,13050.82,-147.61,25.0,5.0,83.33,-575.24,-2.88,522.0,-30.0,5 days 20:48:00.000000000,30,63.33,36.67,88.41
257,KIM,Kimco Realty,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,9015.16,59.26,10268.76,-1253.6,21.0,7.0,75.0,-1146.6,-7.54,489.0,-179.0,5 days 13:42:51.428571428,28,35.71,64.29,8.19
258,KMI,Kinder Morgan,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1376.07,11.37,4396.23,-3020.16,19.0,11.0,63.33,-501.38,-4.14,231.0,-275.0,5 days 18:24:00.000000000,30,20.0,80.0,1.46
259,KLAC,KLA-Tencor Corp.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3270.08,54.7,4531.23,-1261.15,23.0,17.0,57.5,-648.6,-10.85,197.0,-74.0,3 days 22:48:00.000000000,40,40.0,60.0,3.59
260,KSS,Kohl's Corp.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,6784.14,63.88,9019.34,-2235.2,15.0,11.0,57.69,-2340.0,-22.03,601.0,-203.0,7 days 00:55:23.076923076,26,30.77,69.23,4.04
261,KHC,Kraft Heinz Co,Consumer Staples,227 days 00:00:00.000000000,2018-12-24,2019-08-08,2800.21,26.83,3900.58,-1100.37,6.0,6.0,50.0,-1884.8,-18.06,650.0,-183.0,14 days 18:00:00.000000000,12,16.67,83.33,3.54
262,KR,Kroger Co.,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3285.37,22.01,6848.55,-3563.18,11.0,5.0,68.75,-1085.95,-7.27,623.0,-713.0,9 days 18:00:00.000000000,16,81.25,18.75,1.92
263,LB,L Brands Inc.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,14474.93,91.37,16736.84,-2261.91,28.0,4.0,87.5,-1369.6,-8.65,598.0,-565.0,4 days 10:30:00.000000000,32,50.0,50.0,7.4
264,LLL,L-3 Communications Holdings,Industrials,227 days 00:00:00.000000000,2018-11-13,2019-06-28,7440.51,73.44,7474.91,-34.4,23.0,2.0,92.0,-1142.35,-11.28,325.0,-17.0,5 days 22:04:48.000000000,25,68.0,32.0,217.29
265,LH,Laboratory Corp. of America Holding,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,6322.48,72.38,6646.52,-324.04,26.0,2.0,92.86,-759.85,-8.7,256.0,-162.0,5 days 17:08:34.285714285,28,64.29,35.71,20.51
266,LRCX,Lam Research,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-1560.86,-25.37,0.0,-1560.86,0.0001,3.0,0.0,-542.7,-8.82,0.0,-520.0,12 days 00:00:00.000000000,3,0.0,100.0,0.0
267,LEG,Leggett & Platt,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1213.69,13.31,2324.48,-1110.79,3.0,2.0,60.0,-1635.25,-17.93,775.0,-555.0,23 days 09:36:00.000000000,5,80.0,20.0,2.09
268,LEN,Lennar Corp.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,8061.35,89.05,8842.34,-780.99,26.0,6.0,81.25,-988.65,-10.92,340.0,-130.0,5 days 13:30:00.000000000,32,31.25,68.75,11.32
269,LLY,Lilly (Eli) & Co.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,7575.41,18.59,12409.33,-4833.92,6.0,1.0,85.71,-5954.0,-14.61,2068.0,-4834.0,15 days 00:00:00.000000000,7,57.14,42.86,2.57
270,LNC,Lincoln National,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3633.53,70.53,3812.83,-179.3,21.0,2.0,91.3,-400.61,-7.78,182.0,-90.0,7 days 10:26:05.217391304,23,60.87,39.13,21.27
271,LKQ,LKQ Corporation,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3134.65,44.48,4488.46,-1353.81,17.0,7.0,70.83,-551.67,-7.83,264.0,-193.0,7 days 14:00:00.000000000,24,12.5,87.5,3.32
272,LMT,Lockheed Martin Corp.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,8365.54,82.14,8423.74,-58.2,30.0,3.0,90.91,-961.92,-9.44,281.0,-19.0,4 days 13:05:27.272727272,33,51.52,48.48,144.74
273,L,Loews Corp.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1705.62,9.67,2535.63,-830.01,5.0,2.0,71.43,-990.6,-5.62,507.0,-415.0,16 days 17:08:34.285714285,7,28.57,71.43,3.05
274,LOW,Lowe's Cos.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,6141.21,82.38,6662.92,-521.71,28.0,5.0,84.85,-415.8,-5.58,238.0,-104.0,5 days 07:16:21.818181818,33,54.55,45.45,12.77
275,LYB,LyondellBasell,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5315.57,76.63,5737.62,-422.05,27.0,5.0,84.38,-455.88,-6.57,213.0,-84.0,4 days 06:00:00.000000000,32,50.0,50.0,13.59
276,MTB,M&T Bank Corp.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1460.8,15.91,3171.91,-1711.11,12.0,7.0,63.16,-633.15,-6.89,264.0,-244.0,10 days 17:41:03.157894736,19,68.42,31.58,1.85
277,MAC,Macerich,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,6665.21,51.24,8835.47,-2170.26,19.0,4.0,82.61,-1386.24,-10.66,465.0,-543.0,7 days 10:26:05.217391304,23,60.87,39.13,4.07
278,M,Macy's Inc.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3722.03,20.67,6163.05,-2441.02,6.0,4.0,60.0,-3215.04,-17.85,1027.0,-610.0,18 days 21:36:00.000000000,10,50.0,50.0,2.52
279,MRO,Marathon Oil Corp.,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1566.88,37.56,1798.96,-232.08,6.0,2.0,75.0,-573.4,-13.74,300.0,-116.0,24 days 15:00:00.000000000,8,0.0,100.0,7.75
280,MPC,Marathon Petroleum,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3677.58,63.48,3701.12,-23.54,9.0,1.0,90.0,-703.04,-12.14,411.0,-24.0,22 days 02:24:00.000000000,10,20.0,80.0,157.23
281,MAR,Marriott Int'l.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1807.93,21.86,2779.03,-971.1,9.0,6.0,60.0,-588.65,-7.12,309.0,-162.0,10 days 03:12:00.000000000,15,33.33,66.67,2.86
282,MMC,Marsh & McLennan,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-1626.65,-11.43,1102.72,-2729.37,2.0,2.0,50.0,-833.46,-5.86,551.0,-1365.0,4 days 18:00:00.000000000,4,0.0,100.0,0.4
283,MLM,Martin Marietta Materials,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,8163.34,74.58,8343.52,-180.18,22.0,4.0,84.62,-422.4,-3.86,379.0,-45.0,6 days 12:55:23.076923076,26,84.62,15.38,46.31
284,MAS,Masco Corp.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1258.58,19.0,3967.67,-2709.09,22.0,10.0,68.75,-505.75,-7.63,180.0,-271.0,4 days 22:30:00.000000000,32,34.38,65.62,1.46
285,MA,Mastercard Inc.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-2877.84,-29.22,0.0,-2877.84,0.0001,1.0,0.01,-964.41,-9.79,0.0,-2878.0,0 days 00:00:00.000000000,1,0.0,100.0,0.0
286,MAT,Mattel Inc.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4082.94,63.78,5263.32,-1180.38,6.0,3.0,66.67,-1205.37,-18.83,877.0,-393.0,19 days 08:00:00.000000000,9,88.89,11.11,4.46
287,MKC,McCormick & Co.,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,712.82,0.62,23678.55,-22965.73,3.0,1.0,75.0,-20578.1,-18.04,7893.0,-22966.0,12 days 18:00:00.000000000,4,25.0,75.0,1.03
288,MCD,McDonald's Corp.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-2448.98,-10.89,1154.82,-3603.8,3.0,4.0,42.86,-1494.45,-6.65,385.0,-901.0,31 days 17:08:34.285714285,7,0.0,100.0,0.32
289,MCK,McKesson Corp.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,2724.75,31.07,2724.75,0.0,2.0,0.0001,100.0,-375.18,-4.28,1362.0,0.0,114 days 00:00:00.000000000,2,100.0,0.0,inf
290,MDT,Medtronic plc,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,9457.06,55.83,10148.84,-691.78,25.0,4.0,86.21,-329.42,-1.94,406.0,-173.0,4 days 01:39:18.620689655,29,48.28,51.72,14.67
291,MRK,Merck & Co.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1383.96,8.27,4878.41,-3494.45,10.0,6.0,62.5,-1297.65,-7.75,488.0,-582.0,11 days 19:30:00.000000000,16,6.25,93.75,1.4
292,MET,MetLife Inc.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5248.61,54.86,5759.09,-510.48,22.0,5.0,81.48,-472.86,-4.94,262.0,-102.0,6 days 16:53:20.000000000,27,55.56,44.44,11.28
293,MTD,Mettler Toledo,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,961.58,13.82,1862.54,-900.96,5.0,2.0,71.43,-409.5,-5.89,373.0,-450.0,13 days 03:25:42.857142857,7,71.43,28.57,2.07
294,MGM,MGM Resorts International,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5079.19,71.46,5321.47,-242.28,14.0,2.0,87.5,-660.0,-9.29,380.0,-121.0,9 days 18:00:00.000000000,16,37.5,62.5,21.96
295,MCHP,Microchip Technology,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1269.24,17.4,3996.4,-2727.16,5.0,4.0,55.56,-1305.68,-17.9,799.0,-682.0,22 days 18:40:00.000000000,9,100.0,0.0,1.47
296,MU,Micron Technology,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5915.57,107.93,7576.96,-1661.39,32.0,13.0,71.11,-568.54,-10.37,237.0,-128.0,3 days 09:04:00.000000000,45,40.0,60.0,4.56
297,MSFT,Microsoft Corp.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-1214.02,-13.58,949.02,-2163.04,2.0,3.0,40.0,-522.02,-5.84,475.0,-721.0,14 days 04:48:00.000000000,5,0.0,100.0,0.44
298,MAA,Mid-America Apartments,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1210.02,5.49,3928.8,-2718.78,12.0,6.0,66.67,-1040.0,-4.72,327.0,-453.0,10 days 21:20:00.000000000,18,16.67,83.33,1.45
299,MHK,Mohawk Industries,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,2632.73,35.78,4628.59,-1995.86,19.0,14.0,57.58,-653.08,-8.88,244.0,-143.0,4 days 05:05:27.272727272,33,39.39,60.61,2.32
300,TAP,Molson Coors Brewing Company,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,7562.47,60.55,8083.81,-521.34,20.0,5.0,80.0,-1207.5,-9.67,404.0,-104.0,5 days 10:33:36.000000000,25,64.0,36.0,15.51
301,MDLZ,Mondelez International,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-2079.13,-15.89,866.01,-2945.14,2.0,1.0,66.67,-440.22,-3.36,433.0,-2945.0,7 days 00:00:00.000000000,3,33.33,66.67,0.29
302,MNST,Monster Beverage,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,454.17,5.15,2435.31,-1981.14,4.0,4.0,50.0,-1559.06,-17.69,609.0,-495.0,13 days 03:00:00.000000000,8,62.5,37.5,1.23
303,MCO,Moody's Corp,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,126.75,1.63,2179.64,-2052.89,6.0,6.0,50.0,-588.06,-7.56,363.0,-342.0,16 days 18:00:00.000000000,12,33.33,66.67,1.06
304,MS,Morgan Stanley,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-59.77,-0.82,424.43,-484.2,3.0,2.0,60.0,-488.61,-6.67,141.0,-242.0,32 days 14:24:00.000000000,5,0.0,100.0,0.88
305,MSI,Motorola Solutions Inc.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3772.76,19.69,6605.2,-2832.44,13.0,6.0,68.42,-1705.02,-8.9,508.0,-472.0,8 days 10:06:18.947368421,19,31.58,68.42,2.33
306,MYL,Mylan N.V.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-65.98,-1.18,1635.11,-1701.09,3.0,2.0,60.0,-1251.84,-22.42,545.0,-851.0,34 days 09:36:00.000000000,5,40.0,60.0,0.96
307,NDAQ,"Nasdaq, Inc.",Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,6384.71,37.04,7834.92,-1450.21,13.0,7.0,65.0,-1572.67,-9.12,603.0,-207.0,7 days 13:12:00.000000000,20,15.0,85.0,5.4
308,NOV,National Oilwell Varco Inc.,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4757.1,62.32,6275.38,-1518.28,18.0,9.0,66.67,-1052.7,-13.79,349.0,-169.0,5 days 02:40:00.000000000,27,44.44,55.56,4.13
309,NAVI,Navient,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,522.17,11.23,1087.97,-565.8,7.0,5.0,58.33,-433.26,-9.32,155.0,-113.0,8 days 06:00:00.000000000,12,41.67,58.33,1.92
310,MCHP,Microchip Technology,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1269.24,17.4,3996.4,-2727.16,5.0,4.0,55.56,-1305.68,-17.9,799.0,-682.0,22 days 18:40:00,9,100.0,0.0,1.47
311,MU,Micron Technology,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,5915.57,107.93,7576.96,-1661.39,32.0,13.0,71.11,-568.54,-10.37,237.0,-128.0,3 days 09:04:00,45,40.0,60.0,4.56
312,MSFT,Microsoft Corp.,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-1214.02,-13.58,949.02,-2163.04,2.0,3.0,40.0,-522.02,-5.84,475.0,-721.0,14 days 04:48:00,5,0.0,100.0,0.44
313,MAA,Mid-America Apartments,Real Estate,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1210.02,5.49,3928.8,-2718.78,12.0,6.0,66.67,-1040.0,-4.72,327.0,-453.0,10 days 21:20:00,18,16.67,83.33,1.45
314,MHK,Mohawk Industries,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2632.73,35.78,4628.59,-1995.86,19.0,14.0,57.58,-653.08,-8.88,244.0,-143.0,4 days 05:05:27.272727,33,39.39,60.61,2.32
315,TAP,Molson Coors Brewing Company,Consumer Staples,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,7562.47,60.55,8083.81,-521.34,20.0,5.0,80.0,-1207.5,-9.67,404.0,-104.0,5 days 10:33:36,25,64.0,36.0,15.51
316,MDLZ,Mondelez International,Consumer Staples,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-2079.13,-15.89,866.01,-2945.14,2.0,1.0,66.67,-440.22,-3.36,433.0,-2945.0,7 days 00:00:00,3,33.33,66.67,0.29
317,MNST,Monster Beverage,Consumer Staples,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,454.17,5.15,2435.31,-1981.14,4.0,4.0,50.0,-1559.06,-17.69,609.0,-495.0,13 days 03:00:00,8,62.5,37.5,1.23
318,MCO,Moody's Corp,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-2065.26,-26.57,717.34,-2782.6,2.0,8.0,20.0,-582.45,-7.49,359.0,-348.0,8 days 09:36:00,10,0.0,100.0,0.26
319,MS,Morgan Stanley,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-59.77,-0.82,424.43,-484.2,3.0,2.0,60.0,-488.61,-6.67,141.0,-242.0,32 days 14:24:00,5,0.0,100.0,0.88
320,MSI,Motorola Solutions Inc.,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3772.76,19.69,6605.2,-2832.44,13.0,6.0,68.42,-1705.02,-8.9,508.0,-472.0,8 days 10:06:18.947368,19,31.58,68.42,2.33
