Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers
Statement,Data,BrokerAddress,
Statement,Data,Title,Activity Statement
Statement,Data,Period,"October 28, 2019"
Statement,Data,WhenGenerated,"2019-10-29, 10:23:52 EDT"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,CSS Alpha Fund Ltd
Account Information,Data,Account,DU1507428
Account Information,Data,Master Name,CSS Alpha Fund Ltd
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Corporate
Account Information,Data,Account Capabilities,Portfolio Margin
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,474757.437807308,558576.105984271,0,558576.105984271,83818.668176963
Net Asset Value,Data,Stock,28022.13,1032973.16,-1088135.27,-55162.11,-83184.24
Net Asset Value,Data,Interest Accruals,-573.41,353.38,-954.71,-601.33,-27.92
Net Asset Value,Data,Total,502206.157807308,1591902.645984271,-1089089.98,502812.665984271,606.508176963
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,0.120768765%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,502206.157807308
Change in NAV,Data,Mark-to-Market,670.87
Change in NAV,Data,Change in Interest Accruals,-27.92
Change in NAV,Data,Commissions,-36.441823037
Change in NAV,Data,Ending Value,502812.665984271
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Realized & Unrealized Performance Summary,Data,Stocks,ROL,0,0,0,0,0,0,0,-556.84617,0,0,-556.84617,-556.84617,
Realized & Unrealized Performance Summary,Data,Stocks,RSG,0,0,0,0,0,0,0,-27.68,0,0,-27.68,-27.68,
Realized & Unrealized Performance Summary,Data,Stocks,RTN,0,0,0,0,0,0,0,-610.21236,0,0,-610.21236,-610.21236,
Realized & Unrealized Performance Summary,Data,Stocks,SBUX,0,0,0,0,0,0,0,-302.6,0,0,-302.6,-302.6,
Realized & Unrealized Performance Summary,Data,Stocks,SEE,0,0,0,0,0,0,0,-220.150856,0,0,-220.150856,-220.150856,
Realized & Unrealized Performance Summary,Data,Stocks,SHW,0,0,0,0,0,0,0,-225.852944,0,0,-225.852944,-225.852944,
Realized & Unrealized Performance Summary,Data,Stocks,SIVB,0,0,0,0,0,0,0,-312.635444,0,0,-312.635444,-312.635444,
Realized & Unrealized Performance Summary,Data,Stocks,SLG,0,0,0,0,0,0,49.598512,0,0,0,49.598512,49.598512,
Realized & Unrealized Performance Summary,Data,Stocks,SNA,0,0,0,0,0,0,0,-524.097146,0,0,-524.097146,-524.097146,
Realized & Unrealized Performance Summary,Data,Stocks,SO,0,0,0,0,0,0,58.04,0,0,0,58.04,58.04,
Realized & Unrealized Performance Summary,Data,Stocks,SPB,0,0,0,0,0,0,0,-42.147342,0,0,-42.147342,-42.147342,
Realized & Unrealized Performance Summary,Data,Stocks,SPG,0,0,0,0,0,0,11.213319,0,0,0,11.213319,11.213319,
Realized & Unrealized Performance Summary,Data,Stocks,SRE,0,0,0,0,0,0,242.355114,0,0,0,242.355114,242.355114,
Realized & Unrealized Performance Summary,Data,Stocks,SWKS,0,0,0,0,0,0,0,-662.024252,0,0,-662.024252,-662.024252,
Realized & Unrealized Performance Summary,Data,Stocks,SYMC,0,0,0,0,0,0,0,-93.31,0,0,-93.31,-93.31,
Realized & Unrealized Performance Summary,Data,Stocks,TDG,0,0,0,0,0,0,0,-23.99,0,0,-23.99,-23.99,
Realized & Unrealized Performance Summary,Data,Stocks,TFX,0,0,0,0,0,0,317.386557,0,0,0,317.386557,317.386557,
Realized & Unrealized Performance Summary,Data,Stocks,TGT,0,0,0,0,0,0,313.84075,0,0,0,313.84075,313.84075,
Realized & Unrealized Performance Summary,Data,Stocks,TIF,0,0,0,0,0,0,0,-177.742376,0,0,-177.742376,-177.742376,
Realized & Unrealized Performance Summary,Data,Stocks,TRIP,0,0,0,0,0,0,0,-726.791669,0,0,-726.791669,-726.791669,
Realized & Unrealized Performance Summary,Data,Stocks,TRV,0,0,0,0,0,0,0,-867.2,0,0,-867.2,-867.2,
Realized & Unrealized Performance Summary,Data,Stocks,TSCO,0,0,-511.250506,0,0,-511.250506,0,0,0,0,0,-511.250506,
Realized & Unrealized Performance Summary,Data,Stocks,TXT,0,0,0,0,0,0,0,-67.9,0,0,-67.9,-67.9,
Realized & Unrealized Performance Summary,Data,Stocks,UAA,0,0,0,0,0,0,0,-707.234254,0,0,-707.234254,-707.234254,
Realized & Unrealized Performance Summary,Data,Stocks,UAL,0,217.556092,0,0,0,217.556092,0,0,0,0,0,217.556092,
Realized & Unrealized Performance Summary,Data,Stocks,UHS,0,0,0,0,0,0,0,-610.96,0,0,-610.96,-610.96,
Realized & Unrealized Performance Summary,Data,Stocks,ULTA,0,0,0,0,0,0,0,-149.42,0,0,-149.42,-149.42,
Realized & Unrealized Performance Summary,Data,Stocks,UNP,0,0,0,0,0,0,315.2,0,0,0,315.2,315.2,
Realized & Unrealized Performance Summary,Data,Stocks,UPS,0,0,0,0,0,0,0,-40.776363,0,0,-40.776363,-40.776363,
Realized & Unrealized Performance Summary,Data,Stocks,URI,0,0,-291.776297,0,0,-291.776297,0,0,0,0,0,-291.776297,
Realized & Unrealized Performance Summary,Data,Stocks,UTX,0,0,0,0,0,0,380.79,0,0,0,380.79,380.79,
Realized & Unrealized Performance Summary,Data,Stocks,VAR,0,0,0,0,0,0,136.78,0,0,0,136.78,136.78,
Realized & Unrealized Performance Summary,Data,Stocks,VFC,0,0,0,0,0,0,0,-103.96,0,0,-103.96,-103.96,
Realized & Unrealized Performance Summary,Data,Stocks,VIAB,0,0,0,0,0,0,0,-206.44,0,0,-206.44,-206.44,
Realized & Unrealized Performance Summary,Data,Stocks,VLO,0,0,0,0,0,0,0,-935.121618,0,0,-935.121618,-935.121618,
Realized & Unrealized Performance Summary,Data,Stocks,VMC,0,0,0,0,0,0,0,-138.36,0,0,-138.36,-138.36,
Realized & Unrealized Performance Summary,Data,Stocks,VRTX,0,0,0,0,0,0,34.664226,0,0,0,34.664226,34.664226,
Realized & Unrealized Performance Summary,Data,Stocks,WAB,0,0,0,0,0,0,984.96,0,0,0,984.96,984.96,
Realized & Unrealized Performance Summary,Data,Stocks,WAT,0,0,0,0,0,0,26.14,0,0,0,26.14,26.14,
Realized & Unrealized Performance Summary,Data,Stocks,WCG,0,0,0,0,0,0,0,-434.110583,0,0,-434.110583,-434.110583,
Realized & Unrealized Performance Summary,Data,Stocks,WFC,0,0,0,0,0,0,0,-290.677827,0,0,-290.677827,-290.677827,
Realized & Unrealized Performance Summary,Data,Stocks,WHR,0,0,0,0,0,0,476.80439,0,0,0,476.80439,476.80439,
Realized & Unrealized Performance Summary,Data,Stocks,WRK,0,0,0,0,0,0,85.8,0,0,0,85.8,85.8,
Realized & Unrealized Performance Summary,Data,Stocks,WU,0,0,0,0,0,0,1402.2,0,0,0,1402.2,1402.2,
Realized & Unrealized Performance Summary,Data,Stocks,WYNN,0,0,0,0,0,0,0,-770.338608,0,0,-770.338608,-770.338608,
Realized & Unrealized Performance Summary,Data,Stocks,XEC,0,0,0,0,0,0,460.941488,0,0,0,460.941488,460.941488,
Realized & Unrealized Performance Summary,Data,Stocks,XEL,0,0,0,0,0,0,0,-355.95,0,0,-355.95,-355.95,
Realized & Unrealized Performance Summary,Data,Stocks,XLNX,0,0,0,0,0,0,0,-36.7,0,0,-36.7,-36.7,
Realized & Unrealized Performance Summary,Data,Stocks,XRAY,0,0,0,0,0,0,0,-42.14,0,0,-42.14,-42.14,
Realized & Unrealized Performance Summary,Data,Stocks,XRX,0,0,0,0,0,0,129.955,0,0,0,129.955,129.955,
Realized & Unrealized Performance Summary,Data,Stocks,ZBH,0,0,0,0,0,0,14.845547,0,0,0,14.845547,14.845547,
Realized & Unrealized Performance Summary,Data,Total,,0,2224.496986,-1717.163948,0,0,507.333038,40600.716728,-51465.605466,0,0,-10864.888738,-10357.5557,
Realized & Unrealized Performance Summary,Data,Total (All Assets),,0,2224.496986,-1717.163948,0,0,507.333038,40600.716728,-51465.605466,0,0,-10864.888738,-10357.5557,
Cash Report,Header,Currency Summary,Currency,Total,Securities,Futures,
Cash Report,Data,Starting Cash,Base Currency Summary,474757.437807308,474757.437807308,0,
Cash Report,Data,Commissions,Base Currency Summary,-36.441823037,-36.441823037,0,
Cash Report,Data,Net Trades (Sales),Base Currency Summary,185296.91,185296.91,0,
Cash Report,Data,Net Trades (Purchase),Base Currency Summary,-101441.8,-101441.8,0,
Cash Report,Data,Ending Cash,Base Currency Summary,558576.105984271,558576.105984271,0,
Cash Report,Data,Ending Settled Cash,Base Currency Summary,535927.335984271,535927.335984271,0,
Open Positions,Header,DataDiscriminator,Asset Category,Currency,Symbol,Quantity,Mult,Cost Price,Cost Basis,Close Price,Value,Unrealized P/L,Unrealized P/L %,Code
Open Positions,Data,Summary,Stocks,USD,ABC,-123,1,81.681929821,-10046.877368,87.39,-10748.97,-702.092632,-6.99,
Open Positions,Data,Summary,Stocks,USD,ACN,52,1,193.359230769,10054.68,182.87,9509.24,-545.44,-5.42,
Open Positions,Data,Summary,Stocks,USD,ADBE,4,1,282.07,1128.28,271.35,1085.4,-42.88,-3.80,
Open Positions,Data,Summary,Stocks,USD,ADI,91,1,110.010989011,10011,108.83,9903.53,-107.47,-1.07,
Open Positions,Data,Summary,Stocks,USD,ADP,-62,1,162.110395887,-10050.844545,162.48,-10073.76,-22.915455,-0.23,
Open Positions,Data,Summary,Stocks,USD,ADSK,69,1,144.014492754,9937,146.99,10142.31,205.31,2.07,
Open Positions,Data,Summary,Stocks,USD,AEP,107,1,93.209345794,9973.4,93.37,9990.59,17.19,0.17,
Open Positions,Data,Summary,Stocks,USD,AES,-633,1,15.8477124,-10031.601949,16.98,-10748.34,-716.738051,-7.14,
Open Positions,Data,Summary,Stocks,USD,AFL,-196,1,51.113720776,-10018.289272,53.51,-10487.96,-469.670728,-4.69,
Open Positions,Data,Summary,Stocks,USD,AIV,-24,1,51.897139167,-1245.53134,54.03,-1296.72,-51.18866,-4.11,
Open Positions,Data,Summary,Stocks,USD,AIZ,-80,1,125.714778387,-10057.182271,125.31,-10024.8,32.382271,0.32,
Open Positions,Data,Summary,Stocks,USD,ALB,147,1,67.646802721,9944.08,63.74,9369.78,-574.3,-5.78,
Open Positions,Data,Summary,Stocks,USD,ALGN,54,1,186.928518519,10094.14,250.42,13522.68,3428.54,33.97,
Open Positions,Data,Summary,Stocks,USD,ALK,-150,1,66.818497687,-10022.774653,70.08,-10512,-489.225347,-4.88,
Open Positions,Data,Summary,Stocks,USD,ALLE,-97,1,103.09743734,-10000.451422,115.32,-11186.04,-1185.588578,-11.86,
Open Positions,Data,Summary,Stocks,USD,AMP,-76,1,132.63397725,-10080.182271,152.81,-11613.56,-1533.377729,-15.21,
Open Positions,Data,Summary,Stocks,USD,AMZN,1,1,1821.99,1821.99,1777.08,1777.08,-44.91,-2.46,
Open Positions,Data,Summary,Stocks,USD,ANET,-42,1,239.571111762,-10061.986694,248.9,-10453.8,-391.813306,-3.89,
Open Positions,Data,Summary,Stocks,USD,ANTM,-5,1,251.094679,-1255.473395,267.67,-1338.35,-82.876605,-6.60,
Open Positions,Data,Summary,Stocks,USD,AOS,200,1,50.125,10025,51.35,10270,245,2.44,
Open Positions,Data,Summary,Stocks,USD,APH,-104,1,95.954432962,-9979.261028,101.19,-10523.76,-544.498972,-5.46,
Open Positions,Data,Summary,Stocks,USD,APTV,111,1,89.689009009,9955.48,90.11,10002.21,46.73,0.47,
Open Positions,Data,Summary,Stocks,USD,AVB,-47,1,213.814177915,-10049.266362,216.99,-10198.53,-149.263638,-1.49,
Open Positions,Data,Summary,Stocks,USD,AVY,-89,1,112.615077674,-10022.741913,127.49,-11346.61,-1323.868087,-13.21,
Open Positions,Data,Summary,Stocks,USD,AXP,84,1,118.841904762,9982.72,118.58,9960.72,-22,-0.22,
Open Positions,Data,Summary,Stocks,USD,BBY,-137,1,74.528338073,-10210.382316,74.37,-10188.69,21.692316,0.21,
Open Positions,Data,Summary,Stocks,USD,BDX,40,1,250.805,10032.2,246.08,9843.2,-189,-1.88,
Open Positions,Data,Summary,Stocks,USD,BEN,370,1,27.005,9991.85,28.41,10511.7,519.85,5.20,
Open Positions,Data,Summary,Stocks,USD,BIIB,42,1,236.693809524,9941.14,295.54,12412.68,2471.54,24.86,
Open Positions,Data,Summary,Stocks,USD,BK,216,1,46.015,9939.24,46.89,10128.24,189,1.90,
Open Positions,Data,Summary,Stocks,USD,BLK,-22,1,456.304979818,-10038.709556,466.56,-10264.32,-225.610444,-2.25,
Open Positions,Data,Summary,Stocks,USD,BSX,-260,1,38.524083431,-10016.261692,41.57,-10808.2,-791.938308,-7.91,
Open Positions,Data,Summary,Stocks,USD,BWA,-252,1,39.65406004,-9992.82313,40.41,-10183.32,-190.49687,-1.91,
Open Positions,Data,Summary,Stocks,USD,C,-147,1,68.03166985,-10000.655468,73.59,-10817.73,-817.074532,-8.17,
Open Positions,Data,Summary,Stocks,USD,CAH,-202,1,49.693852208,-10038.158146,50.28,-10156.56,-118.401854,-1.18,
Open Positions,Data,Summary,Stocks,USD,CDNS,156,1,64.156410256,10008.4,65.88,10277.28,268.88,2.69,
Open Positions,Data,Summary,Stocks,USD,CERN,-147,1,68.011670265,-9997.715529,67,-9849,148.715529,1.49,
Open Positions,Data,Summary,Stocks,USD,CFG,-279,1,35.864138491,-10006.094639,36.17,-10091.43,-85.335361,-0.85,
Open Positions,Data,Summary,Stocks,USD,CHTR,-23,1,429.127518696,-9869.93293,467.09,-10743.07,-873.13707,-8.85,
Open Positions,Data,Summary,Stocks,USD,CI,-61,1,164.993842262,-10064.624378,174.79,-10662.19,-597.565622,-5.94,
Open Positions,Data,Summary,Stocks,USD,CINF,88,1,114.201363636,10049.72,110.73,9744.24,-305.48,-3.04,
Open Positions,Data,Summary,Stocks,USD,CL,142,1,70.657042254,10033.3,67.35,9563.7,-469.6,-4.68,
Open Positions,Data,Summary,Stocks,USD,COF,111,1,90.129009009,10004.32,95.17,10563.87,559.55,5.59,
Open Positions,Data,Summary,Stocks,USD,COG,-533,1,18.76449246,-10001.474481,18.11,-9652.63,348.844481,3.49,
Open Positions,Data,Summary,Stocks,USD,COO,4,1,302.08,1208.32,284.02,1136.08,-72.24,-5.98,
Open Positions,Data,Summary,Stocks,USD,CRM,66,1,152.675151515,10076.56,154.79,10216.14,139.58,1.39,
Open Positions,Data,Summary,Stocks,USD,CSCO,-216,1,46.463919069,-10036.206519,47.17,-10188.72,-152.513481,-1.52,
Open Positions,Data,Summary,Stocks,USD,CTSH,163,1,61.36,10001.68,60.67,9889.21,-112.47,-1.12,
Open Positions,Data,Summary,Stocks,USD,CVS,-151,1,66.512013967,-10043.314109,65.88,-9947.88,95.434109,0.95,
Open Positions,Data,Summary,Stocks,USD,CVX,88,1,113.381363636,9977.56,118.48,10426.24,448.68,4.50,
Open Positions,Data,Summary,Stocks,USD,CXO,140,1,70.307142857,9843,65,9100,-743,-7.55,
Open Positions,Data,Summary,Stocks,USD,D,-128,1,79.100430922,-10124.855158,81.33,-10410.24,-285.384842,-2.82,
Open Positions,Data,Summary,Stocks,USD,DD,150,1,66.746666667,10012,67.59,10138.5,126.5,1.26,
Open Positions,Data,Summary,Stocks,USD,DE,-62,1,162.900379516,-10099.82353,173.35,-10747.7,-647.87647,-6.41,
Open Positions,Data,Summary,Stocks,USD,DGX,97,1,103.380309278,10027.89,100.39,9737.83,-290.06,-2.89,
Open Positions,Data,Summary,Stocks,USD,DHI,-186,1,53.938011656,-10032.470168,51.82,-9638.52,393.950168,3.93,
Open Positions,Data,Summary,Stocks,USD,DISCK,-401,1,25.11239098,-10070.068783,25.785,-10339.79,-269.721217,-2.68,
Open Positions,Data,Summary,Stocks,USD,DISH,-288,1,34.834159809,-10032.238025,34.93,-10059.84,-27.601975,-0.28,
Open Positions,Data,Summary,Stocks,USD,DLR,-75,1,132.693800573,-9952.035043,132.28,-9921,31.035043,0.31,
Open Positions,Data,Summary,Stocks,USD,DOV,-100,1,100.09780872,-10009.780872,104.21,-10421,-411.219128,-4.11,
Open Positions,Data,Summary,Stocks,USD,DRE,-295,1,33.974177614,-10022.382396,35.25,-10398.75,-376.367604,-3.76,
Open Positions,Data,Summary,Stocks,USD,DVN,454,1,21.857378855,9923.25,21.05,9556.7,-366.55,-3.69,
Open Positions,Data,Summary,Stocks,USD,EBAY,-258,1,38.863301213,-10026.731713,35.94,-9272.52,754.211713,7.52,
Open Positions,Data,Summary,Stocks,USD,ECL,52,1,194.229230769,10099.92,191.59,9962.68,-137.24,-1.36,
Open Positions,Data,Summary,Stocks,USD,ED,-108,1,93.144248981,-10059.57889,91.09,-9837.72,221.85889,2.21,
Open Positions,Data,Summary,Stocks,USD,EIX,140,1,71.687142857,10036.2,64.56,9038.4,-997.8,-9.94,
Open Positions,Data,Summary,Stocks,USD,EMN,-137,1,73.621057591,-10086.08489,78.15,-10706.55,-620.46511,-6.15,
Open Positions,Data,Summary,Stocks,USD,EOG,140,1,71.487142857,10008.2,71.05,9947,-61.2,-0.61,
Open Positions,Data,Summary,Stocks,USD,ESS,4,1,327.75,1311,323.39,1293.56,-17.44,-1.33,
Open Positions,Data,Summary,Stocks,USD,ETFC,244,1,40.790737705,9952.94,41.91,10226.04,273.1,2.74,
Open Positions,Data,Summary,Stocks,USD,ETN,118,1,84.428474576,9962.56,87.22,10291.96,329.4,3.31,
Open Positions,Data,Summary,Stocks,USD,EXR,-86,1,117.575818977,-10111.520432,112.07,-9638.02,473.500432,4.68,
Open Positions,Data,Summary,Stocks,USD,FAST,321,1,30.838115265,9899.035,36.83,11822.43,1923.395,19.43,
Open Positions,Data,Summary,Stocks,USD,FB,55,1,181.268181818,9969.75,189.4,10417,447.25,4.49,
Open Positions,Data,Summary,Stocks,USD,FBHS,164,1,60.798170732,9970.9,60.67,9949.88,-21.02,-0.21,
Open Positions,Data,Summary,Stocks,USD,FCX,1090,1,9.035,9848.15,10.24,11161.6,1313.45,13.34,
Open Positions,Data,Summary,Stocks,USD,FITB,378,1,26.555,10037.79,29.44,11128.32,1090.53,10.86,
Open Positions,Data,Summary,Stocks,USD,FLS,225,1,44.605,10036.125,49.22,11074.5,1038.375,10.35,
Open Positions,Data,Summary,Stocks,USD,FRC,-94,1,106.007048085,-9964.66252,107.42,-10097.48,-132.81748,-1.33,
Open Positions,Data,Summary,Stocks,USD,FTI,-484,1,20.644453545,-9991.915516,20.93,-10130.12,-138.204484,-1.38,
Open Positions,Data,Summary,Stocks,USD,GD,-57,1,174.978714649,-9973.786735,174.93,-9971.01,2.776735,0.03,
Open Positions,Data,Summary,Stocks,USD,GM,279,1,35.866326165,10006.705,36.64,10222.56,215.855,2.16,
Open Positions,Data,Summary,Stocks,USD,GOOG,-8,1,1205.109932125,-9640.879457,1290,-10320,-679.120543,-7.04,
Open Positions,Data,Summary,Stocks,USD,GOOGL,-8,1,1249.0990215,-9992.792172,1288.98,-10311.84,-319.047828,-3.19,
Open Positions,Data,Summary,Stocks,USD,GPC,96,1,102.57125,9846.84,103.66,9951.36,104.52,1.06,
Open Positions,Data,Summary,Stocks,USD,GS,-48,1,209.144717854,-10038.946457,217.75,-10452,-413.053543,-4.11,
Open Positions,Data,Summary,Stocks,USD,GWW,-33,1,308.603189121,-10183.905241,316.39,-10440.87,-256.964759,-2.52,
Open Positions,Data,Summary,Stocks,USD,HAS,82,1,122.212195122,10021.4,96.64,7924.48,-2096.92,-20.92,
Open Positions,Data,Summary,Stocks,USD,HBI,-689,1,14.558774006,-10030.99529,16.01,-11030.89,-999.89471,-9.97,
Open Positions,Data,Summary,Stocks,USD,HCA,80,1,125.5125,10041,126.87,10149.6,108.6,1.08,
Open Positions,Data,Summary,Stocks,USD,HES,-152,1,66.593239191,-10122.172357,66.57,-10118.64,3.532357,0.03,
Open Positions,Data,Summary,Stocks,USD,HFC,-175,1,57.5829746,-10077.020555,58.25,-10193.75,-116.729445,-1.16,
Open Positions,Data,Summary,Stocks,USD,HIG,170,1,58.735882353,9985.1,56.46,9598.2,-386.9,-3.87,
Open Positions,Data,Summary,Stocks,USD,HOLX,-210,1,47.649132633,-10006.317853,47.81,-10040.1,-33.782147,-0.34,
Open Positions,Data,Summary,Stocks,USD,HPE,660,1,14.915,9843.9,16.43,10843.8,999.9,10.16,
Open Positions,Data,Summary,Stocks,USD,HPQ,584,1,17.155,10018.52,17.63,10295.92,277.4,2.77,
Open Positions,Data,Summary,Stocks,USD,HRB,-424,1,23.574392894,-9995.542587,24.93,-10570.32,-574.777413,-5.75,
Open Positions,Data,Summary,Stocks,USD,HSIC,161,1,62.23621118,10020.03,62.12,10001.32,-18.71,-0.19,
Open Positions,Data,Summary,Stocks,USD,HST,591,1,16.815,9937.665,16.7,9869.7,-67.965,-0.68,
Open Positions,Data,Summary,Stocks,USD,IBM,70,1,142.674285714,9987.2,135.97,9517.9,-469.3,-4.70,
Open Positions,Data,Summary,Stocks,USD,IEX,7,1,167.132857143,1169.93,159.36,1115.52,-54.41,-4.65,
Open Positions,Data,Summary,Stocks,USD,IPG,488,1,20.545,10025.96,22.17,10818.96,793,7.91,
Open Positions,Data,Summary,Stocks,USD,IPGP,72,1,139.393888889,10036.36,143.83,10355.76,319.4,3.18,
Open Positions,Data,Summary,Stocks,USD,IR,85,1,117.541764706,9991.05,122.08,10376.8,385.75,3.86,
Open Positions,Data,Summary,Stocks,USD,IRM,304,1,32.851315789,9986.8,33.66,10232.64,245.84,2.46,
Open Positions,Data,Summary,Stocks,USD,ISRG,-19,1,535.186169737,-10168.537225,558.65,-10614.35,-445.812775,-4.38,
Open Positions,Data,Summary,Stocks,USD,IT,69,1,145.984492754,10072.93,146.1,10080.9,7.97,0.08,
Open Positions,Data,Summary,Stocks,USD,IVZ,589,1,16.971604414,9996.275,17.34,10213.26,216.985,2.17,
Open Positions,Data,Summary,Stocks,USD,JBHT,92,1,107.98,9934.16,116.79,10744.68,810.52,8.16,
Open Positions,Data,Summary,Stocks,USD,JEC,-107,1,93.318603271,-9985.09055,94.41,-10101.87,-116.77945,-1.17,
Open Positions,Data,Summary,Stocks,USD,JEF,494,1,18.250498075,9015.746049,18.94,9356.36,340.613951,3.78,
Open Positions,Data,Summary,Stocks,USD,JNJ,-77,1,129.724208364,-9988.764044,129.18,-9946.86,41.904044,0.42,
Open Positions,Data,Summary,Stocks,USD,JNPR,-420,1,24.151523805,-10143.639998,25.15,-10563,-419.360002,-4.13,
Open Positions,Data,Summary,Stocks,USD,JPM,-88,1,116.096113886,-10216.458022,126.51,-11132.88,-916.421978,-8.97,
Open Positions,Data,Summary,Stocks,USD,JWN,-312,1,32.144215494,-10028.995234,38.04,-11868.48,-1839.484766,-18.34,
Open Positions,Data,Summary,Stocks,USD,K,20,1,63.91,1278.2,61.06,1221.2,-57,-4.46,
Open Positions,Data,Summary,Stocks,USD,KIM,-998,1,20.174463275,-20134.114348,20.96,-20918.08,-783.965652,-3.89,
Open Positions,Data,Summary,Stocks,USD,KLAC,-63,1,161.350667619,-10165.09206,174.78,-11011.14,-846.04794,-8.32,
Open Positions,Data,Summary,Stocks,USD,KMX,118,1,84.740169492,9999.34,94.98,11207.64,1208.3,12.08,
Open Positions,Data,Summary,Stocks,USD,KO,185,1,54.075405405,10003.95,53.57,9910.45,-93.5,-0.93,
Open Positions,Data,Summary,Stocks,USD,KSS,-26,1,48.790408692,-1268.550626,53.71,-1396.46,-127.909374,-10.08,
Open Positions,Data,Summary,Stocks,USD,LB,-566,1,17.684514818,-10009.435387,17.95,-10159.7,-150.264613,-1.50,
Open Positions,Data,Summary,Stocks,USD,LEG,244,1,40.855,9968.62,46.16,11263.04,1294.42,12.98,
Open Positions,Data,Summary,Stocks,USD,LRCX,42,1,234.013809524,9828.58,281.25,11812.5,1983.92,20.19,
Open Positions,Data,Summary,Stocks,USD,LUV,-187,1,53.992025257,-10096.508723,57.64,-10778.68,-682.171277,-6.76,
Open Positions,Data,Summary,Stocks,USD,LYB,-119,1,84.229733866,-10023.33833,91.34,-10869.46,-846.12167,-8.44,
Open Positions,Data,Summary,Stocks,USD,MAA,-77,1,129.534212299,-9974.134347,134.95,-10391.15,-417.015653,-4.18,
Open Positions,Data,Summary,Stocks,USD,MCHP,-107,1,93.545140645,-10009.330049,95.59,-10228.13,-218.799951,-2.19,
Open Positions,Data,Summary,Stocks,USD,MCK,66,1,149.915151515,9894.4,145.48,9601.68,-292.72,-2.96,
Open Positions,Data,Summary,Stocks,USD,MDT,94,1,105.890638298,9953.72,106.22,9984.68,30.96,0.31,
Open Positions,Data,Summary,Stocks,USD,MGM,-370,1,27.062428797,-10013.098655,28.55,-10563.5,-550.401345,-5.50,
Open Positions,Data,Summary,Stocks,USD,MLM,-38,1,266.318051763,-10120.085967,269.05,-10223.9,-103.814033,-1.03,
Open Positions,Data,Summary,Stocks,USD,MO,241,1,41.495,10000.295,45.99,11083.59,1083.295,10.83,
Open Positions,Data,Summary,Stocks,USD,MOS,521,1,19.215,10011.015,20.58,10722.18,711.165,7.10,
Open Positions,Data,Summary,Stocks,USD,MPC,-154,1,65.362943409,-10065.893285,67.58,-10407.32,-341.426715,-3.39,
Open Positions,Data,Summary,Stocks,USD,MRK,119,1,83.778403361,9969.63,82.2,9781.8,-187.83,-1.88,
Open Positions,Data,Summary,Stocks,USD,MRO,-820,1,12.19462846,-9999.595337,11.94,-9790.8,208.795337,2.09,
Open Positions,Data,Summary,Stocks,USD,MTB,64,1,155.785625,9970.28,158.66,10154.24,183.96,1.85,
Open Positions,Data,Summary,Stocks,USD,MU,233,1,42.885,9992.205,48.69,11344.77,1352.565,13.54,
Open Positions,Data,Summary,Stocks,USD,NCLH,202,1,49.435,9985.87,51.89,10481.78,495.91,4.97,
Open Positions,Data,Summary,Stocks,USD,NKE,109,1,91.689174312,9994.12,90.85,9902.65,-91.47,-0.92,
Open Positions,Data,Summary,Stocks,USD,NOC,-3,1,374.658785,-1123.976355,346.53,-1039.59,84.386355,7.51,
Open Positions,Data,Summary,Stocks,USD,NOV,-491,1,20.4244581,-10028.408927,20.96,-10291.36,-262.951073,-2.62,
Open Positions,Data,Summary,Stocks,USD,NTRS,-113,1,88.839192239,-10038.828723,102.53,-11585.89,-1547.061277,-15.41,
Open Positions,Data,Summary,Stocks,USD,NUE,188,1,52.715319149,9910.48,54.73,10289.24,378.76,3.82,
Open Positions,Data,Summary,Stocks,USD,NVDA,7,1,179.882857143,1259.18,206.79,1447.53,188.35,14.96,
Open Positions,Data,Summary,Stocks,USD,NWS,-704,1,14.207370886,-10001.989104,14.3,-10067.2,-65.210896,-0.65,
Open Positions,Data,Summary,Stocks,USD,NWSA,-734,1,13.634598651,-10007.79541,13.89,-10195.26,-187.46459,-1.87,
Open Positions,Data,Summary,Stocks,USD,ORCL,185,1,54.245405405,10035.4,54.64,10108.4,73,0.73,
Open Positions,Data,Summary,Stocks,USD,PAYX,118,1,84.778474576,10003.86,84.42,9961.56,-42.3,-0.42,
Open Positions,Data,Summary,Stocks,USD,PEG,-162,1,61.732430142,-10000.653683,62.19,-10074.78,-74.126317,-0.74,
Open Positions,Data,Summary,Stocks,USD,PFE,279,1,35.865,10006.335,37.28,10401.12,394.785,3.95,
Open Positions,Data,Summary,Stocks,USD,PG,82,1,122.423170732,10038.7,123.48,10125.36,86.66,0.86,
Open Positions,Data,Summary,Stocks,USD,PHM,-278,1,36.004135594,-10009.149695,39.47,-10972.66,-963.510305,-9.63,
