ID,ENSEIGNE,ADRESSE,COMPLEMENT,CODE POSTAL,COMMUNE,NATURE DU DEBIT
5698,CAFE DE PARIS,39 RUE DE LA REPUBLIQUE,TABAC,27500,PONT-AUDEMER,Ordinaire permanent
5699,LA CIVETTE NORMANDE,15 RUE THIERS,TABAC,27500,PONT-AUDEMER,Ordinaire permanent
5700,CAFE DE L'OUEST,5 ROUTE DE LISIEUX,TABAC,27500,PONT-AUDEMER,Ordinaire permanent
5701,BAR DES FLEURS,9 PLACE DE VERDUN,TABAC,27500,PONT-AUDEMER,Ordinaire permanent
5702,LE SAINT GERMAIN,102 RUE JULES FERRY,TABAC,27500,PONT-AUDEMER,Ordinaire permanent
5703,CAFE D'HONFLEUR,16 QUAI DE LA RUELLE,,27500,PONT-AUDEMER,Ordinaire permanent
5704,LA CIVETTE,1 RUE ANDRE ANTOINE,TABAC,27340,PONT-DE-LARCHE,Ordinaire permanent
5705,LE MARYLAND,86 QUAI DE LA SEINE,TABAC,27680,QUILLEBEUF-SUR-SEINE,Ordinaire permanent
5706,CAFE DE LA GARE,1754 RUE DE LA REPUBLIQUE,TABAC,27380,RADEPONT,Ordinaire permanent
5707,LE MARIGNY,43 RUE ST GEORGES,TABAC,27610,ROMILLY-SUR-ANDELLE,Ordinaire permanent
5708,LE FLASH,6 ROUTE DE PONT AUDEMER,TABAC,27350,ROUGEMONTIERS,Ordinaire permanent
5709,,10 RUE ARISTIDE BRIAND,TABAC,27250,RUGLES,Ordinaire permanent
5710,L'ANDRESINE,33 RUE DU CHANOINE BOULOGNE,TABAC,27220,SAINT-ANDRE-DE-LEURE,Ordinaire permanent
5711,L'EURE BLEUE,2 RUE MARCEL MOISSON,TABAC,27120,SAINT-AQUILIN-DE-PACY,Ordinaire permanent
5712,BAR TABAC DE LA PLACE,1B PLACE DU DR AUZOUX,TABAC,27110,SAINT-AUBIN-DECROSVILLE,Ordinaire permanent
5713,LE BRAZZA,20 PLACE DU GENERAL DE GAULLE,TABAC,27100,LE-VAUDREUIL,Ordinaire permanent
5714,CAFE DES SPORTS,42 ROUTE DE BEUZEVILLE,TABAC,27210,BOULLEVILLE,Ordinaire permanent
5715,LE MARIGNY,21 RUE DU GENERAL LECLERC,TABAC,27950,SAINT-MARCEL,Ordinaire permanent
5716,LE CACAO,2 BIS ROUTE DE ROUEN,TABAC,27950,SAINT-MARCEL,Ordinaire permanent
5717,LE RENDEZ-VOUS,9 ROUTE DE CONCHES,TABAC LES LARRIS,27190,SAINTE-MARTHE,Ordinaire permanent
5718,AUBERGE DE LA GRAND MARE,106 PLACE DE LA MAIRIE,TABAC,27680,SAINTE-OPPORTUNE-LA-MARE,Ordinaire permanent
5719,LE GALLIA,81 ROUTE NATIONALE 13 ,TABAC HAMEAU DE LA CHOUQUE,27310,SAINT-OUEN-DE-THOUBERVILLE,Ordinaire permanent
5720,LE SAINT OUEN,28 RUE DES CANADIENS,TABAC,27670,SAINT-OUEN-DU-TILLEUL,Ordinaire permanent
5721,CAFE DES PLACES,108 RUE DU MAQUIS SURCOUF,TABAC,27500,PONT-AUDEMER,Ordinaire permanent
5722,AU RENDEZ VOUS DES AMIS,21 RUE AUGUSTIN HEBERT,TABAC,27290,SAINT-PHILBERT-SUR-RISLE,Ordinaire permanent
5723,AU PETRIN DU GOULET,12 ROUTE NATIONALE LE GOULET,TABAC,27920,SAINT-PIERRE-DE-BAILLEUL,Ordinaire permanent
5724,BAR BICHON,15 RUE DU GENERAL DE GAULLE,TABAC LE BAR BICHON,27180,SAINT-SEBASTIEN-DE-MORSENT,Ordinaire permanent
5725,LE P'TIT BISTROT,1 ROUTE DE VENON,TABAC,27400,SURTAUVILLE,Ordinaire permanent
5726,RELAIS 154,7 ROUTE D'ORLEANS,TABAC,27240,THOMER-LA-SOGNE,Ordinaire permanent
5727,CAFE DE LA PAIX,29 RUE MARCEL CAMPION,TABAC,27370,LE-THUIT-DE-LOISON,Ordinaire permanent
5728,LE LONGCHAMP,14 RUE DE PARIS,TABAC,27570,TILLIERES-SUR-AVRE,Ordinaire permanent
5729,AU BON ACCUEIL,1 RUE DU WEST,TABAC,27510,TOURNY,Ordinaire permanent
5730,RELAIS TREMBLAY,1 ROUTE DU NEUBOURG,TABAC,27110,LE-TREMBLAY-OMONVILLE,Ordinaire permanent
5731,LE CAFE DU PRESSOIR,1 PLACE DU PRESSOIR,TABAC,27680,TROUVILLE-LA-HAULE,Ordinaire permanent
5732,LE RALLYE,5 RUE ARISTIDE BRIAND,TABAC,27130,VERNEUIL-SUR-AVRE,Ordinaire permanent
5733,LE COLLBER,190 RUE NOTRE DAME,TABAC,27130,VERNEUIL-SUR-AVRE,Ordinaire permanent
5734,LES TROIS MAILLETS,73 RUE DES TROIS MAILLETS,TABAC,27130,VERNEUIL-SUR-AVRE,Ordinaire permanent
5735,LA CIVETTE,57 RUE D'ALBUFERA,TABAC,27200,VERNON,Ordinaire permanent
5736,CAFE DE LA GARE,138 RUE D ALBUFERA,TABAC,27200,VERNON,Ordinaire permanent
5737,LE CLEMENCEAU,4 RUE D'ALBUFERA,TABAC,27200,VERNON,Ordinaire permanent
5738,LE CARNOT,69 RUE SADI CARNOT,TABAC,27200,VERNON,Ordinaire permanent
5739,LE RALLYE,42 RUE CARNOT,TABAC,27200,VERNON,Ordinaire permanent
5740,LES LILAS,11 PLACE GENERAL DE GAULLE,TABAC,27200,VERNON,Ordinaire permanent
5741,RELAIS DU CHATEAU,3 RUE SAINTE CATHERINE,RELAIS DU CHATEAU,27200,VERNON,Ordinaire permanent
5742,LE DISQUE BLEU,27 RUE SAINT JACQUES,TABAC,27200,VERNON,Ordinaire permanent
5743,LE WEEKEND,17-19 RUE DE LA CHAUSSEE,VERNONNET-TABAC-,27200,VERNON,Ordinaire permanent
5744,LE REINITAS,29 AVENUE DE PARIS,TABAC,27200,VERNON,Ordinaire permanent
5745,LAGARDERE TRAVEL RETAIL,55 RUE DEGUINGAND,GARE SNCF,27200,VERNON,SpŽcial
5746,LE SAINT AUBIN,10 RUE DU JONCTIER,TABAC,27930,LE-VIEIL-EVREUX,Ordinaire permanent
5747,LE HAMELET,1 RUE ARISTIDE BRIAND,TABAC,27400,PINTERVILLE,Ordinaire permanent
5748,LE CHIQUITO,61 GRANDE RUE,TABAC,27330,BARRE-EN-OUCHE,Ordinaire permanent
5749,LE LONGCHAMP,20 PLACE DE L'EGLISE,TABAC,27170,BEAUMONT-LE-ROGER,Ordinaire permanent
5750,LE FLASH,55 RUE DE VERDUN,TABAC,27210,BEUZEVILLE,Ordinaire permanent
5751,BAR DE L'ANGLE,1 rue du 18 JUIN 1940,TABAC,27670,LE-BOSC-ROGER-EN-ROUMOIS,Ordinaire permanent
5752,LIBRAIRIE DU ROUMOIS,230 GRANDE RUE,TABAC,27310,BOURG-ACHARD,Ordinaire permanent
5753,L'IMPREVU,17 GRANDE RUE,TABAC,27520,GRAND-BOURGTHEROULDE,Ordinaire permanent
5754,LE CADRE NOIR,232 PLACE LAFFITTE,TABAC,27160,BRETEUIL,Ordinaire permanent
5755,CAFE DE LA GARE,24 RUE DU GENERAL DE GAULLE,TABAC,27800,BRIONNE,Ordinaire permanent
5756,CAFE DU CENTRE,64 GRANDE RUE,TABAC,27730,BUEIL,Ordinaire permanent
5757,L'ALAMBIC,36  GRANDE RUE,,27380,CHARLEVAL,Ordinaire permanent
5758,LE BALTO,5 RUE SAINTE FOY,TABAC,27190,CONCHES-EN-OUCHE,Ordinaire permanent
5759,LE PRESSOIR,84 route de l'estuaire CIDEX 5,TABAC,27210,CONTEVILLE,Ordinaire permanent
5760,CHEZ BRIGITTE ET THIERRY,14 PLACE DE LA MAIRIE,TABAC,27120,LE-CORMIER,Ordinaire permanent
5761,TABAC ALIMENTATION,1320 avenue Robert Planquette,TABAC LES RUELLES,27500,CORNEVILLE-SUR-RISLE,Ordinaire permanent
5762,LE SAINT CLAUDE,8 GRANDE RUE,TABAC,27750,LA-COUTURE-BOUSSEY,Ordinaire permanent
5763,LA CITADELLE,13 RUE DE LA CITADELLE,TABAC,27240,MESNILS-SUR-ITON,Ordinaire permanent
5764,LA PETITE AUBERGE,16 RUE DU GUE,TABAC,27720,DANGU,Ordinaire permanent
5765,BAR DES SPORTS,2 PLACE DE L EGLISE,TABAC,27260,EPAIGNES,Ordinaire permanent
5766,LE SAINT PIERRE,9 RUE GEORGES CLEMENCEAU,TABAC,27150,ETREPAGNY,Ordinaire permanent
5767,LE CHIQUITO,43 RUE ISAMBARD,TABAC,27530,EZY-SUR-EURE,Ordinaire permanent
5768,BAR TABAC EPICERIE,127 PLACE DE L'EGLISE,TABAC LE BOURG,27210,FATOUVILLE-GRESTAIN,Ordinaire permanent
5769,LE NARVAL,1 RUE DE LA MAIRIE,TABAC,27190,LE-FIDELAIRE,Ordinaire permanent
5770,LE FLEURY,1 RUE EMILE PARQUET,TABAC,27380,FLEURY-SUR-ANDELLE,Ordinaire permanent
5771,L'ETAPE NORMANDE,RUE DE L'EGLISE - LE BOURG-,TABAC,27260,FRESNE-CAUVERVILLE,Ordinaire permanent
5772,L'ETRIER,71 RUE DU GENERAL DE GAULLE,TABAC,27600,GAILLON,Ordinaire permanent
5773,LE LONGCHAMP,14 RUE DE PARIS,TABAC,27620,GASNY,Ordinaire permanent
5774,LE COMMERCE,5 RUE DE CAPPEVILLE,TABAC,27140,GISORS,Ordinaire permanent
5775,CAFE DES SPORTS,32 RUE DE LA LIBERATION,TABAC,27800,HARCOURT,Ordinaire permanent
5776,LE SAINT VALERY,1 RUE DE LA CROIX ROGER,TABAC,27400,HEUDEBOUVILLE,Ordinaire permanent
5777,LA POSTE,6 RUE DU GENERAL DE GAULLE,TABAC,27400,HONDOUVILLE,Ordinaire permanent
5778,LE ROYAL,93 RUE HENRI IV,TABAC,27540,IVRY-LA-BATAILLE,Ordinaire permanent
5779,AU GRAND CHAPEAU,2 PLACE DE LA MAIRIE,TABAC,27560,LIEUREY,Ordinaire permanent
5780,LE CAFE VERT,28 PLACE DU CHAMP DE VILLE,TABAC,27400,LOUVIERS,Ordinaire permanent
5781,LE PETIT LYONS,1 RUE FROIDE,TABAC,27480,LYONS-LA-FORET,Ordinaire permanent
5782,BAR DES AEROSTIERS,2 RUE DES AEROSTIERS,TABAC,27930,MISEREY,Ordinaire permanent
5783,CIVETTE DES SPORTS,50 RUE SAINT PIERRE,TABAC,27290,MONTFORT-SUR-RISLE,Ordinaire permanent
5784,LE LONGCHAMP,38 RUE GRANDE,TABAC,27390,MONTREUIL-LARGILLE,Ordinaire permanent
5785,MAISON DE PRESSE,61 RUE DUPONT DE L EURE,TABAC,27110,LE-NEUBOURG,Ordinaire permanent
5786,LE FLASH,23 RUE D'ALENCON,TABAC,27330,LA-NEUVE-LYRE,Ordinaire permanent
5787,LE ROYAL,48 / 50 GRANDE RUE,TABAC,27320,NONANCOURT,Ordinaire permanent
5788,BAR LES TROIS MARCHES,1 RUE DUFAY,TABAC,27120,PACY-SUR-EURE,Ordinaire permanent
5789,LES SPORTS,28 RUE DU GENERAL DE GAULLE,TABAC,27910,PERRIERS-SUR-ANDELLE,Ordinaire permanent
5790,AUX PECHEURS,66 Rue Notre Dame du PrŽ,TABAC,27500,PONT-AUDEMER,Ordinaire permanent
5791,CAFE DE PARIS,24 RUE SAINT LOUIS,TABAC,27290,PONT-AUTHOU,Ordinaire permanent
5792,LE BALTO,24 RUE DU PRESIDENT ROOSEVELT,TABAC,27340,PONT-DE-LARCHE,Ordinaire permanent
5793,LE COMMERCE,37 GRANDE RUE,TABAC,27360,PONT-SAINT-PIERRE,Ordinaire permanent
5794,CAFE DE LA MAIRIE,104 GRANDE RUE,TABAC,27940,PORT-MORT,Ordinaire permanent
5795,LE BRAZZA,19 AVENUE DU GENERAL DE GAULLE,TABAC,27350,ROUTOT,Ordinaire permanent
5796,O FIL DE L'ï,66 RUE ARISTIDE BRIAND,TABAC,27250,RUGLES,Ordinaire permanent
5797,CAFE DU CENTRE,37 RUE ABBE BELLEMIN,TABAC,27370,LA-SAUSSAYE,Ordinaire permanent
5798,BAR DE L'EGLISE,1 PLACE DE L'EGLISE,TABAC,27470,SERQUIGNY,Ordinaire permanent
5799,LE PACY,6 RUE DE PACY,TABAC,27220,SAINT-ANDRE-DE-LEURE,Ordinaire permanent
5800,LE SAINT GEORGES,6 PLACE DE LA MAIRIE,TABAC,27450,SAINT-GEORGES-DU-VIEVRE,Ordinaire permanent
5801,LE ST GERMAIN,LE BOURG place anciens combattants,TABAC,27230,SAINT-GERMAIN-LA-CAMPAGNE,Ordinaire permanent
5802,BAR TABAC EPICERIE DU BOURG,1 GRANDE RUE,TABAC,27160,LE-LESME,Ordinaire permanent
5803,LE BON ACCUEIL,136 ROUTE NATIONALE,TABAC,27310,SAINT-OUEN-DE-THOUBERVILLE,Ordinaire permanent
5804,CENTRAL BAR,17 GRANDE RUE,TABAC,27430,SAINT-PIERRE-DU-VAUVRAY,Ordinaire permanent
5805,LA TABATIERE,8 RUE PAUL LABBE,TABAC,27230,THIBERVILLE,Ordinaire permanent
5806,LES P'TITS LOUPS,2 PLACE DE L'EGLISE,TABAC,27500,TOUTAINVILLE,Ordinaire permanent
5807,MAISON DE LA PRESSE TABAC,25 RUE THIERS,TABAC,27130,VERNEUIL-SUR-AVRE,Ordinaire permanent
5808,CHEZ PINPE ET KIKI,18 GRANDE RUE,TABAC,27870,VESLY,Ordinaire permanent
5809, L'OREE DU BOIS,2 ROUTE DE SAINT AQUILIN,TABAC,27120,CROISY-SUR-EURE,Ordinaire permanent
5810,LA ROSERAIE,39 RUE D'HARDENCOURT,TABAC,27000,EVREUX,Ordinaire permanent
5811,LE JEAN BART,RUE JEAN BART,PLACE DES PEUPLIERS,27000,EVREUX,Ordinaire permanent
5812,TOUTE LA PRESSE,5 RUE DE RUGBY,CENTRE COMM N1 MADELEINE TABAC,27000,EVREUX,Ordinaire permanent
5813,STONER CAFE,46 AVENUE DE LA FORET DE BORD,TABAC,27340,LES-DAMPS,Ordinaire permanent
5814,CAFE DU STADE,7 AVENUE DE L'EUROPE,TABAC,27300,BERNAY,Ordinaire permanent
5815,LE ROYAL,23 AVENUE ARISTIDE BRIAND,TABAC,27930,GRAVIGNY,Ordinaire permanent
5816,LE PHENIX,CENTRE COMMERCIAL N2,LA MADELEINE-TABAC-,27000,EVREUX,Ordinaire permanent
5817,RELAY ,AUTOROUTE A 13,AIRE DE VIRONVAY TABAC,27400,VIRONVAY,SpŽcial
5818,LE ROYAL,route d'ivry C. C. LES VALMEUX,VERNON ZUP-TABAC-,27200,VERNON,Ordinaire permanent
5819,LA ROQUETTE,1 CHAUSSEE DE PARIS,TABAC,27400,LOUVIERS,Ordinaire permanent
5820,LA ROTONDE,10 PLACE DES QUATRE SAISONS,TABAC,27100,VAL-DE-REUIL,Ordinaire permanent
5821,LA CIVETTE,50 ROUTE DE SAINT ANDRE ,LA MADELEINE-TABAC-,27000,EVREUX,Ordinaire permanent
5822,,140 ROUTE DE ST GEORGES,TABAC,27450,SAINT-MARTIN-SAINT-FIRMIN,Ordinaire permanent
5823,LE NICOTIANA,1 ROUTE DES FALAISES,CASE N¡3 BAT C TABAC,27100,VAL-DE-REUIL,Ordinaire permanent
5824,LE BADJ,22 ROUTE NATIONALE,TABAC,27430,ANDE,Ordinaire permanent
5825,LES 4 ROUTES,148 RUE JEAN MOULIN,TABAC,27000,EVREUX,Ordinaire permanent
5826,BAR DE LA PELOUSE,2 PLACE DE LA PELOUSE,TABAC,27500,CAMPIGNY,Ordinaire permanent
5827,LE ROLIVALOIS,11 RUE COURTINE,TABAC,27100,VAL-DE-REUIL,Ordinaire permanent
5828,CAFE DES SPORTS,6 RUE DU BOURGAGE,TABAC,27950,SAINT-PIERRE-DAUTILS,Ordinaire permanent
5829,TABAC - PRESSE GAMILLY,18 BOULEVARD DES LODARDS,TABAC,27200,VERNON,Ordinaire permanent
5830,LE SANAC,55 RUE DU 11 NOVEMBRE,,27690,LERY,Ordinaire permanent
5831,LE ST HUBERT,55 grande rue,TABAC,28410,ABONDANT,Ordinaire permanent
5832,LE BERGERAC,9 PL DU DONJON,TABAC,28800,ALLUYES,Ordinaire permanent
5833,CAFƒ-TABAC-LOTO,10 grande rue,TABAC,28290,ARROU,Ordinaire permanent
5834,,50 PL DU MARCHE,TABAC,28700,AUNEAU-BLEURY-SAINT-SYMPHORIEN,Ordinaire permanent
5835,,PL DE BRENDELON,TABAC,28140,BAZOCHES-LES-HAUTES,Ordinaire permanent
5836,LE RELAIS DE BERCHéRES,8 rue des carrires,TABAC,28630,BERCHERES-LES-PIERRES,Ordinaire permanent
5837,MAISON DE LA PRESSE,13 R ST ROCH,TABAC,28800,BONNEVAL,Ordinaire permanent
5838,LE FONTENOY,3 rue de la rŽpublique,TABAC,28160,BROU,Ordinaire permanent
5839,LE HAVANE,3 rue de la mairie,TABAC LA MIHOUE,28300,CHAMPHOL,Ordinaire permanent
5840,LE D'ALIGRE,42 grande rue,TABAC,28240,CHAMPROND-EN-GATINE,Ordinaire permanent
5841,LE CAF,30 rue du vieux moulin,TABAC,28500,CHARPONT,Ordinaire permanent
5842,LE SAINT PIERRE,1 R DE L ANE REZ,TABAC,28000,CHARTRES,Ordinaire permanent
5843,LE CHARTREUX,2 AV D ALIGRE,TABAC,28000,CHARTRES,Ordinaire permanent
5844,BAR DE L'HïTEL DE VILLE,20 place des halles,TABAC,28000,CHARTRES,Ordinaire permanent
5845,AU PACHA,2 R DELACROIX,TABAC,28000,CHARTRES,Ordinaire permanent
5846,LA CIVETTE,1 rue Ste Mme,TABAC,28000,CHARTRES,Ordinaire permanent
5847,LE SULKY,22 rue de la Porte Guillaume,TABAC,28000,CHARTRES,Ordinaire permanent
5848,LE KHEDIVE,7 AV JEHAN DE BEAUCE,TABAC,28000,CHARTRES,Ordinaire permanent
5849,L' AMI TEMPS,7 pce billard,TABAC,28000,CHARTRES,Ordinaire permanent
5850,LE DIPLOMATE,20 rue du Gd Faubourg,TABAC,28000,CHARTRES,Ordinaire permanent
5851,LE WEEK-END,3 rue du cheval blanc,TABAC,28000,CHARTRES,Ordinaire permanent
5852,LE ROYAL,3 rue du Soleil d' Or,TABAC,28000,CHARTRES,Ordinaire permanent
5853,LE RIV'EURE,58 bis bd de la courtille,TABAC,28000,CHARTRES,Ordinaire permanent
5854,LE DIABOLO,49 R SAINT CHERON,TABAC,28000,CHARTRES,Ordinaire permanent
5855,BAR ST BRICE,77 R SAINT BRICE,TABAC,28000,CHARTRES,Ordinaire permanent
5856,LE MARYLAND,4 R SAINT BRICE,TABAC,28000,CHARTRES,Ordinaire permanent
5857,LE MARIGNY,11 PL DU GAL DE GAULLE,TABAC,28000,CHARTRES,Ordinaire permanent
5858,AUX 3 J,29 bd Charles PŽguy,TABAC,28000,CHARTRES,Ordinaire permanent
5859,LE JEANNE D'ARC,7 PL JEANNE D ARC,TABAC,28000,CHARTRES,Ordinaire permanent
5860,LE REVERDY,105  rue de reverdy,TABAC,28000,CHARTRES,Ordinaire permanent
5861,L'ABSINTHE,4 R DE CIVRY,TABAC,28000,CHARTRES,Ordinaire permanent
5862,RELAIS H,GARE SNCF,TABAC,28000,CHARTRES,SpŽcial
5863,LE PICADUROS,18 AV DE LA REPUBLIQUE,TABAC,28000,CHARTRES,Ordinaire permanent
5864,CAFƒ DE LA BEAUCE,5 PL DU I8 OCTOBRE,TABAC,28200,CHATEAUDUN,Ordinaire permanent
5865,LE SAINT AIGNAN,35 R DU VAL ST AIGNAN,TABAC,28200,CHATEAUDUN,Ordinaire permanent
5866,LA CIVETTE,21 PL DU 18 OCTOBRE,TABAC,28200,CHATEAUDUN,Ordinaire permanent
5867,LE BERGERAC,20 R SAINT JEAN,TABAC,28200,CHATEAUDUN,Ordinaire permanent
5868,LE MARIGNY,65 R DE VARIZE,TABAC,28200,CHATEAUDUN,Ordinaire permanent
5869,LA TOUR EIFFEL,2 BD KELLERMANN,TABAC,28200,CHATEAUDUN,Ordinaire permanent
5870,BAR DE L'HïTEL DE VILLE,6 rue Jean Moulin,TABAC,28170,CHATEAUNEUF-EN-THYMERAIS,Ordinaire permanent
5871,BAR DE LA FONTAINE,2 R DE LA FONTAINE,TABAC,28210,CHAUDON,Ordinaire permanent
5872,BAR DU GOLF,102 R DES MOULINS,TABAC,28260,LA-CHAUSSEE-DIVRY,Ordinaire permanent
5873,,43 R NATIONALE,TABAC,28220,CLOYES-SUR-LE-LOIR,Ordinaire permanent
5874,AU RELAIS DE CLOYES,1 rue du Dr Teyssier,TABAC,28220,CLOYES-SUR-LE-LOIR,Ordinaire permanent
5875,BAR DE LA PLAINE,50 rue de la rŽpublique,TABAC,28300,COLTAINVILLE,Ordinaire permanent
5876,LA GRANGE,3 bis rue d' Ormoy,TABAC,28140,CORMAINVILLE,Ordinaire permanent
5877,LE COME BACK,14 place de l'AbbŽ Franz Stock,TABAC,28630,LE-COUDRAY,Ordinaire permanent
5878,HïTEL DU CYGNE,36 grande rue,TABAC,28210,COULOMBS,Ordinaire permanent
5879,TABAC - PRESSE - LOTO,36 R PANNARD,TABAC,28190,COURVILLE-SUR-EURE,Ordinaire permanent
5880,BAR DES GLACES,24 PL DE L EGLISE,TABAC,28160,DANGEAU,Ordinaire permanent
5881,LE MERLE BLEU,35 rue du Mal Leclerc,TABAC,28250,DIGNY,Ordinaire permanent
5882,CAFƒ DE LA PLACE,3 pce de la mairie,TABAC,28200,DONNEMAIN-SAINT-MAMES,Ordinaire permanent
5883,LE BALTO,2 bis rue Parisis,TABAC,28100,DREUX,Ordinaire permanent
5884,CAFƒ DU SQUARE,2 R SAINT JEAN,TABAC,28100,DREUX,Ordinaire permanent
5885,LES FLAMBARTS,5 B rue de SŽnarmont,TABAC,28100,DREUX,Ordinaire permanent
5886,LE CELTIQUE,43 grande rue Maurice Viollette,TABAC,28100,DREUX,Ordinaire permanent
5887,,49 R SAINT MARTIN,TABAC,28100,DREUX,Ordinaire permanent
5888,BAR DES ROSES,78 AV DES FENOTS,TABAC,28100,DREUX,Ordinaire permanent
5889,LE VOLTIGEUR,21 R SAINT THIBAULT,TABAC,28100,DREUX,Ordinaire permanent
5890,LE STANDARD,1 rue d'Orfeuil,TABAC,28100,DREUX,Ordinaire permanent
5891,LE LONGCHAMP,42 R SAINT DENIS TABAC,TABAC,28100,DREUX,Ordinaire permanent
5892,CAFƒ AUX ACACIAS,52 BD HENRI IV,TABAC,28100,DREUX,Ordinaire permanent
5893,L'ESTORIL,16 rue de Rieuville,TABAC,28100,DREUX,Ordinaire permanent
5894,RELAIS H,RELAIS H GARE SNCF,TABAC,28100,DREUX,SpŽcial
5895,BAR TABAC PRESSE,11 R DU GRAND PONT,TABAC,28230,EPERNON,Ordinaire permanent
5896,LE DAMIER,4 R CHARLES PEGUY,TABAC,28190,FONTAINE-LA-GUYON,Ordinaire permanent
5897,AU BON COIN,1 rue de la mairie,TABAC,28240,FONTAINE-SIMON,Ordinaire permanent
5898,RESTAURANT MON IDƒE,RD 921,LIEUDIT MON IDƒE RD 921,28630,FONTENAY-SUR-EURE,Ordinaire permanent
5899,LE MARLY,10 R PORTE MOUTON,TABAC,28320,GALLARDON,Ordinaire permanent
5900,LE SAINT LAURENT,place No‘ et Omer Sadorge,TABAC,28130,HANCHES,Ordinaire permanent
5901,L'EUROPE,1 rue Florent d' Illiers,TABAC,28120,ILLIERS-COMBRAY,Ordinaire permanent
5902,AU POINT DU JOUR,2 R SAINT PIERRE,TABAC,28120,ILLIERS-COMBRAY,Ordinaire permanent
5903,LE MARTROI CAFƒ,22 PL DU MARTROI,TABAC,28310,JANVILLE,Ordinaire permanent
5904,LE BAR DES SPORTS,7 PL DE L EGLISE,TABAC,28270,LAONS,Ordinaire permanent
5905,BAR DES SPORTS,47 av de la paix,TABAC,28300,LEVES,Ordinaire permanent
5906,,4 R A. GOISLARD,TABAC,28210,LORMAYE,Ordinaire permanent
5907,CAFƒ DU COMMERCE,3 pce de l'h™tel de ville,TABAC,28240,LA-LOUPE,Ordinaire permanent
5908,LE BALTO,56 rue de la rŽpublique,TABAC,28110,LUCE,Ordinaire permanent
5909,L'ANCRE DE MARINE,31 AV DE LA REPUBLIQUE,TABAC,28600,LUISANT,Ordinaire permanent
5910,LE MAUNOURY,18 AV MAURICE MAUNOURY,TABAC,28600,LUISANT,Ordinaire permanent
5911,AUBERGE DES TROIS EPIS,1 rue du Dr Delille,TABAC,28170,MAILLEBOIS,Ordinaire permanent
5912,LE LONGCHAMP,35 R COLLIN D HARLEVILLE,TABAC,28130,MAINTENON,Ordinaire permanent
5913,LE JOURDAN,45 bis rue de la rŽpublique,TABAC,28300,MAINVILLIERS,Ordinaire permanent
5914,LE RELAIS DE LA POSTE,13 R DE LA HERSE,TABAC,28400,NOGENT-LE-ROTROU,Ordinaire permanent
5915,AU PETIT NOIR,21 R SAINT HILAIRE,TABAC,28400,NOGENT-LE-ROTROU,Ordinaire permanent
5916,BAR DU PATY,25 R DU PATY,TABAC,28400,NOGENT-LE-ROTROU,Ordinaire permanent
5917,LE KHƒDIVE,6 rue Villette GatŽ,TABAC,28400,NOGENT-LE-ROTROU,Ordinaire permanent
5918,LE TAXY,38 R SAINT LAURENT,TABAC,28400,NOGENT-LE-ROTROU,Ordinaire permanent
5919,RELAIS H,GARE VESTIBULE,TABAC,28400,NOGENT-LE-ROTROU,SpŽcial
5920,,1 rue Jean RenŽ Lefvre,TABAC,28130,PIERRES,Ordinaire permanent
5921,LE SAINT HUBERT,40 grande rue,TABAC,28190,SAINT-ARNOULT-DES-BOIS,Ordinaire permanent
5922,LE CAROLO,5 R DE MORONVAL,TABAC,28500,SAINTE-GEMME-MORONVAL,Ordinaire permanent
5923,,15 R DU 11 NOVEMBRE,TABAC,28220,SAINT-HILAIRE-SUR-YERRE,Ordinaire permanent
5924,BAR DE L'UNION,4 rue du vieux pont,TABAC,28350,SAINT-LUBIN-DES-JONCHERETS,Ordinaire permanent
5925,A LA BONNE EURE,34 rue de la RŽpublique,TABAC,28130,SAINT-PIAT,Ordinaire permanent
5926,LE MARYLAND,1 pce de l' Eglise,TABAC,28380,SAINT-REMY-SUR-AVRE,Ordinaire permanent
5927,FOX AND FROG,20 R DE VERDUN,TABAC,28250,SENONCHES,Ordinaire permanent
5928,,18 GR,TABAC,28410,SERVILLE,Ordinaire permanent
5929,AUBERGE DE LA PLACE,2 pce Firmin Didot,TABAC,28260,SOREL-MOUSSEL,Ordinaire permanent
5930,RESTAURANT DE LA GARE,3 PL DE LA GARE,TABAC,28360,THEUVILLE,Ordinaire permanent
5931,BAR DU CENTRE,86 R NATIONALE,TABAC,28390,TOURY,Ordinaire permanent
5932,VIVƒCO,35 rue du Dr Taugourdeau,TABAC,28170,TREMBLAY-LES-VILLAGES,Ordinaire permanent
5933,BAR TABAC JOURNAUX,17 R DES MOULINS,TABAC,28160,UNVERRE,Ordinaire permanent
5934,LE GALLUS,8 R DE LA BARRIERE,TABAC,28630,VER-LES-CHARTRES,Ordinaire permanent
5935,BAR LE BRAZZA,30 R HENRI DUPONT,TABAC LES CORVEES,28500,VERNOUILLET,Ordinaire permanent
5936,TABAC LOTO,10 PL DE L EGLISE,TABAC,28150,LES-VILLAGES-VOVEENS,Ordinaire permanent
5937,PANIER SYMPA,3 pce de l'Žglise,TABAC,28160,YEVRES,Ordinaire permanent
5938,TABAC DE DIANE,10 rue Charles Lechevrel,TABAC,28260,ANET,Ordinaire permanent
5939,MAISON DE LA PRESSE,19 rue de la rŽsistance,TABAC,28700,AUNEAU-BLEURY-SAINT-SYMPHORIEN,Ordinaire permanent
5940,MAISON DE LA PRESSE,10 R SOUS-LT-GERMOND,TABAC,28330,AUTHON-DU-PERCHE,Ordinaire permanent
